Source,Target,Weight,Season
DONNEL_HILL,MAG_THE_MIGHTY,2,4
DORAN,OBERYN,2,4
DORNISH_LORD,OBERYN,2,4
DROGO,RHAEGAR,2,4
EDDISON_TOLLETT,MAESTER_AEMON,2,4
EDDISON_TOLLETT,MELISANDRE,2,4
EDDISON_TOLLETT,SELYSE,2,4
EDDISON_TOLLETT,SHIREEN,2,4
EDDISON_TOLLETT,STANNIS,2,4
ELLARIA,MACE,2,4
ELLARIA,MARGAERY,2,4
ELLARIA,MORGANS_FRIEND,2,4
ELLARIA,SANSA,2,4
ELLARIA,VARYS,2,4
FENNESZ,MISSANDEI,2,4
FOOL,JOFFREY,2,4
FOOL,TYWIN,2,4
GILLY,MOLES_TOWN_MADAM,2,4
GOATHERD,GOATHERDS_SON,2,4
GOATHERD,GREY_WORM,2,4
GOATHERD,JORAH,2,4
GRENN,MAESTER_AEMON,2,4
GRENN,MELISANDRE,2,4
GRENN,SELYSE,2,4
GRENN,SHIREEN,2,4
GRENN,STANNIS,2,4
GRENN,YGRITTE,2,4
GREY_WORM,MOSSADOR,2,4
GUYMON,STYR,2,4
GUYMON,YGRITTE,2,4
HIGH_SEPTON,MACE,2,4
HIZDAHR,JORAH,2,4
HODOR,NED,2,4
HODOR,THREE_EYED_RAVEN,2,4
HOSTER,JON_ARRYN,2,4
HOSTER,LITTLEFINGER,2,4
HOUND,INNKEEPERS_DAUGHTER,2,4
HOUND,LOMMY,2,4
HOUND,MERYN_TRANT,2,4
HOUND,MOUNTAIN,2,4
HOUND,TOMMY,2,4
HOUND,VARYS,2,4
INNKEEPER,TOMMY,2,4
JAIME,JOANNA,2,4
JAIME,NED,2,4
JAIME,PYCELLE,2,4
JANOS,LITTLE_SAM,2,4
JANOS,LOCKE,2,4
JANOS,OTHELL_YARWYCK,2,4
JANOS,PYP,2,4
JEOR,JON,2,4
JEOR,KARL_TANNER,2,4
JOFFREY,LYSA,2,4
JOFFREY,MERYN_TRANT,2,4
JOFFREY,RENLY_DWARF,2,4
JOFFREY,ROBB,2,4
JOFFREY,STANNIS_DWARF,2,4
JOFFREY,VARYS,2,4
JOFFREY_DWARF,MARGAERY,2,4
JOFFREY_DWARF,RENLY_DWARF,2,4
JOFFREY_DWARF,TYRION,2,4
JOJEN,JON,2,4
JOJEN,LOCKE,2,4
JOJEN,RAST,2,4
JON,MELISANDRE,2,4
JON,QHORIN,2,4
JON,SELYSE,2,4
JON,SHIREEN,2,4
JON_ARRYN,ROBIN,2,4
JORAH,MEEREEN_CHAMPION,2,4
JORAH,VARYS,2,4
LEAF,THREE_EYED_RAVEN,2,4
LITTLE_SAM,MOLES_TOWN_MADAM,2,4
LITTLE_SAM,PYP,2,4
LITTLEFINGER,TYWIN,2,4
LITTLEFINGER,VANCE_CORBRAY,2,4
LOCKE,MEERA,2,4
LOCKE,MORAG,2,4
LOCKE,RAST,2,4
LOCKE,ROOSE_BOLTON,2,4
LOCKE,SAM,2,4
LOCKE,SISSY,2,4
LOLLYS,TYRION,2,4
LORAS,OLENNA,2,4
LORAS,RENLY_DWARF,2,4
LORAS,SANSA,2,4
LORAS,STANNIS_DWARF,2,4
LUTHOR,VIOLA,2,4
MACE,MOUNTAIN,2,4
MACE,PODRICK,2,4
MAESTER_AEMON,MELISANDRE,2,4
MAESTER_AEMON,OLLY,2,4
MAESTER_AEMON,PYP,2,4
MAESTER_AEMON,SELYSE,2,4
MAESTER_AEMON,SHIREEN,2,4
MAESTER_AEMON,STANNIS,2,4
MAREI,MORGAN,2,4
MAREI,SHAE,2,4
MAREI,TYRION,2,4
MARGAERY,PYCELLE,2,4
MARGAERY,ROBB_DWARF,2,4
MEERA,NED,2,4
MEERA,RAST,2,4
MELISANDRE,SAM,2,4
MERYN_TRANT,SYRIO_FOREL,2,4
MERYN_TRANT,THEON,2,4
MISSANDEI,ZALA,2,4
MOLES_TOWN_WHORE,SAM,2,4
MORGANS_FRIEND,TYRION,2,4
MOUNTAIN,POLLIVER,2,4
MOUNTAIN,SHAE,2,4
MUSICIAN,OLENNA,2,4
MYRCELLA,OBERYN,2,4
NED,ROBERT,2,4
NED,STANNIS,2,4
NED,YOHN_ROYCE,2,4
NIGHT_KING,WHITE_WALKER,2,4
OLENNA,VIOLA,2,4
OLLYS_MOTHER,STYR,2,4
OLLYS_MOTHER,TORMUND,2,4
OLLYS_MOTHER,YGRITTE,2,4
ORYS,ORYS_BROTHER,2,4
ORYS,TYWIN,2,4
ORYS_BROTHER,TYWIN,2,4
PODRICK,SHAE,2,4
POLLIVER,TOMMY,2,4
RALF,ROOSE_BOLTON,2,4
RAMSAY,RICKON,2,4
RAMSAY,ROBB,2,4
RANDYLL,SAM,2,4
RENLY_DWARF,ROBB_DWARF,2,4
ROBB,TYRION,2,4
ROBB_DWARF,SANSA,2,4
ROBB_DWARF,TYRION,2,4
ROBIN,TYRION,2,4
SAM,SELYSE,2,4
SAM,SHIREEN,2,4
SAM,STANNIS,2,4
SANSA,VANCE_CORBRAY,2,4
SANSA,VARYS,2,4
SANSA,WAYMAR_ROYCE,2,4
STANNIS,TYWIN,2,4
TOMMEN,TYCHO,2,4
TOMMEN,VARYS,2,4
TYCHO,TYWIN,2,4
