Source,Target,Weight,Season
DONTOS,JOFFREY,13,2
DOREAH,XARO,13,2
HAYLENE,TYRION,13,2
JEOR,QHORIN,13,2
JOFFREY,MERYN_TRANT,13,2
LITTLEFINGER,ROS,13,2
MERYN_TRANT,TYRION,13,2
MYRCELLA,TYRION,13,2
CERSEI,MYRCELLA,12,2
DAENERYS,RAKHARO,12,2
DAVOS,RENLY,12,2
JAIME,TYRION,12,2
JOFFREY,LANCEL,12,2
JOFFREY,ROBB,12,2
JON,LORD_OF_BONES,12,2
JORAH,XARO,12,2
MOUNTAIN,TYWIN,12,2
NED,ROBB,12,2
RICKARD_KARSTARK,ROBB,12,2
BRONN,VARYS,11,2
CATELYN,TALISA,11,2
CERSEI,JANOS,11,2
CERSEI,VARYS,11,2
SHAE,VARYS,11,2
TYRION,TYWIN,11,2
BRONN,HAYLENE,10,2
CRESSEN,MELISANDRE,10,2
DAENERYS,DROGO,10,2
GILLY,JON,10,2
HOT_PIE,LOMMY,10,2
JEOR,SAM,10,2
KOVARRO,XARO,10,2
MERYN_TRANT,SANSA,10,2
NED,TYRION,10,2
PODRICK,VARYS,10,2
QHORIN,LORD_OF_BONES,10,2
ALTON,CERSEI,9,2
BRONN,JOFFREY,9,2
CATELYN,LORAS,9,2
HODOR,MAESTER_LUWIN,9,2
HOUND,LANCEL,9,2
JAQEN,RORGE,9,2
JOFFREY,ROS,9,2
JOFFREY,STANNIS,9,2
JOFFREY,TYWIN,9,2
KEVAN,TYWIN,9,2
LITTLEFINGER,SANSA,9,2
LITTLEFINGER,VARYS,9,2
MANCE,QHORIN,9,2
PYATT_PREE,XARO,9,2
SANSA,TOMMEN,9,2
AMORY,YOREN,8,2
ARYA,BITER,8,2
ARYA,LITTLEFINGER,8,2
BALON,ROBB,8,2
BITER,RORGE,8,2
CATELYN,JACKS,8,2
CATELYN,NED,8,2
EDDISON_TOLLETT,JON,8,2
JAIME,TYWIN,8,2
JOFFREY,LORAS,8,2
JOFFREY,MYRCELLA,8,2
LITTLEFINGER,STANNIS,8,2
MANDON,TYRION,8,2
MELISANDRE,RENLY,8,2
PYCELLE,VARYS,8,2
REGINALD,TYWIN,8,2
RENLY,ROBB,8,2
ROBB,TYWIN,8,2
ARYA,CERSEI,7,2
ARYA,POLLIVER,7,2
ARYA,ROBB,7,2
BLACK_LORREN,DAGMER,7,2
BRAN,ROBB,7,2
BRIENNE,JACKS,7,2
BRIENNE,LORAS,7,2
DAISY,JOFFREY,7,2
DOREAH,JORAH,7,2
GENDRY,YOREN,7,2
JAIME,JOFFREY,7,2
JOFFREY,LITTLEFINGER,7,2
JOFFREY,VARYS,7,2
THEON,WINTERFELL_SHEPHERD,7,2
ARYA,LOMMY,6,2
ARYA,MOUNTAIN,6,2
ARYA,SANSA,6,2
BRAN,DAGMER,6,2
BRAN,FARLEN,6,2
BRONN,LANCEL,6,2
BRONN,PYCELLE,6,2
CATELYN,SANSA,6,2
CERSEI,HOUND,6,2
CERSEI,NED,6,2
CERSEI,ROBERT,6,2
CRASTER,GILLY,6,2
GENDRY,TICKLER,6,2
GRENN,JON,6,2
JOFFREY,TOMMEN,6,2
LOMMY,POLLIVER,6,2
MANCE,YGRITTE,6,2
MANDON,PODRICK,6,2
RICKON,THEON,6,2
ROBB,STANNIS,6,2
ROOSE_BOLTON,TALISA,6,2
ALTON,TORRHEN,5,2
ARYA,CATELYN,5,2
ARYA,JOFFREY,5,2
ARYA,TICKLER,5,2
BALON,NED,5,2
BITER,JAQEN,5,2
BRIENNE,MARGAERY,5,2
BRIENNE,ROBB,5,2
BRIENNE,STANNIS,5,2
BRONN,MERYN_TRANT,5,2
CATELYN,MARGAERY,5,2
CATELYN,TYRION,5,2
CERSEI,LORAS,5,2
CERSEI,STANNIS,5,2
CRASTER,SAM,5,2
CRESSEN,STANNIS,5,2
DAGMER,MAESTER_LUWIN,5,2
DROWNED_PRIEST,THEON,5,2
GERARD,RENLY,5,2
HODOR,THEON,5,2
HOUND,MERYN_TRANT,5,2
JAIME,NED,5,2
JOFFREY,PODRICK,5,2
JOFFREY,ROBERT,5,2
JON,MANCE,5,2
JORAH,PYATT_PREE,5,2
LORAS,STANNIS,5,2
MAESTER_LUWIN,RODRIK,5,2
MYRCELLA,SANSA,5,2
MYRCELLA,TOMMEN,5,2
NED,THEON,5,2
PYCELLE,TIMETT,5,2
QHORIN,SAM,5,2
ROBB,RODRIK,5,2
ROBB,SANSA,5,2
ROBERT,STANNIS,5,2
TYWIN,VARYS,5,2
AERYS,JAIME,4,2
ALTON,RICKARD_KARSTARK,4,2
ARYA,NED,4,2
BARRA,MHAEGEN,4,2
BRONN,SANSA,4,2
BRONN,TIMETT,4,2
CATELYN,COLEN,4,2
CATELYN,ROOSE_BOLTON,4,2
CERSEI,PODRICK,4,2
CERSEI,ROBB,4,2
DAENERYS,QUAITHE,4,2
DAENERYS,RHAEGO,4,2
DAENERYS,SILK_KING,4,2
DAGMER,RICKON,4,2
DONTOS,MERYN_TRANT,4,2
DOREAH,IRRI,4,2
DOREAH,KOVARRO,4,2
EDDISON_TOLLETT,GILLY,4,2
GENDRY,JAQEN,4,2
GENDRY,LOMMY,4,2
GENDRY,TYWIN,4,2
HAYLENE,HOUND,4,2
HAYLENE,JOFFREY,4,2
HOUND,PODRICK,4,2
ILYN_PAYNE,SANSA,4,2
ILYN_PAYNE,SHAE,4,2
JAIME,RICKARD_KARSTARK,4,2
JAIME,STANNIS,4,2
JANOS,JOFFREY,4,2
JANOS,LITTLEFINGER,4,2
JANOS,MHAEGEN,4,2
JANOS,ROS,4,2
JOFFREY,MANDON,4,2
JOFFREY,MARGAERY,4,2
JON,NED,4,2
LANCEL,SANSA,4,2
LITTLEFINGER,PYCELLE,4,2
MAESTER_LUWIN,RICKON,4,2
MATTHOS,MELISANDRE,4,2
NED,ROBERT,4,2
NED,STANNIS,4,2
RICKARD_KARSTARK,TORRHEN,4,2
ROBB,YARA,4,2
STANNIS,VARYS,4,2
ALTON,TYRION,3,2
AMORY,JAQEN,3,2
AMORY,POLLIVER,3,2
ARYA,HOUND,3,2
ARYA,VISENYA,3,2
BLACK_LORREN,RODRIK,3,2
BRAN,JOFFREY,3,2
BRAN,WINTERFELL_SHEPHERD,3,2
BRONN,JANOS,3,2
BRONN,PODRICK,3,2
BRONN,TYWIN,3,2
CATELYN,JOFFREY,3,2
CERSEI,ILYN_PAYNE,3,2
CERSEI,MANDON,3,2
CERSEI,MERYN_TRANT,3,2
CRASTER,EDDISON_TOLLETT,3,2
DAENERYS,MALAKKO,3,2
DAGMER,OSHA,3,2
DAGMER,RODRIK,3,2
DROGO,RHAEGO,3,2
FARLEN,THEON,3,2
GENDRY,MOUNTAIN,3,2
GENDRY,RORGE,3,2
HOT_PIE,JAQEN,3,2
HOT_PIE,MOUNTAIN,3,2
HOUND,SHAE,3,2
IRRI,KOVARRO,3,2
IRRI,XARO,3,2
JAIME,MATTHOS,3,2
JAIME,ROBERT,3,2
JAIME,TORRHEN,3,2
JANOS,PODRICK,3,2
JANOS,VARYS,3,2
JAQEN,TYWIN,3,2
JOFFREY,NED,3,2
JOFFREY,PYCELLE,3,2
JOFFREY,TALISA,3,2
JON_ARRYN,NED,3,2
JORAH,SPICE_KING,3,2
KOVARRO,MALAKKO,3,2
KOVARRO,PYATT_PREE,3,2
LANCEL,STANNIS,3,2
LITTLEFINGER,ROBB,3,2
LITTLEFINGER,ROBIN,3,2
LORAS,PYCELLE,3,2
LORAS,TYWIN,3,2
MAESTER_LUWIN,PORTAN,3,2
MAESTER_LUWIN,WINTERFELL_SHEPHERD,3,2
MALAKKO,XARO,3,2
MANCE,LORD_OF_BONES,3,2
MOUNTAIN,POLLIVER,3,2
MYRCELLA,ROBIN,3,2
NED,VARYS,3,2
NED,YARA,3,2
PODRICK,PYCELLE,3,2
PODRICK,SHAE,3,2
PYATT_PREE,SPICE_KING,3,2
PYCELLE,ROBERT,3,2
PYCELLE,TYWIN,3,2
QUENT,ROBB,3,2
RENLY,ROBERT,3,2
ROBB,SEPTON,3,2
ROBERT,TYRION,3,2
ROBIN,TYRION,3,2
RORGE,YOREN,3,2
SANSA,TYWIN,3,2
SHAE,TOMMEN,3,2
STANNIS,TYWIN,3,2
THEON,VARYS,3,2
TIMETT,TYRION,3,2
TOMMEN,TYRION,3,2
AEGON,ARYA,2,2
AERYS,PYCELLE,2,2
AERYS,ROBERT,2,2
AERYS,TYWIN,2,2
ALTON,TALISA,2,2
AMORY,HOT_PIE,2,2
ARYA,KEVAN,2,2
ARYA,REGINALD,2,2
ARYA,RHAENYS,2,2
ARYA,SYRIO_FOREL,2,2
ARYA,TYRION,2,2
BALON,CATELYN,2,2
BARRA,JANOS,2,2
BENJEN,CRASTER,2,2
BILLY,RICKON,2,2
BITER,YOREN,2,2
BLACK_LORREN,MAESTER_LUWIN,2,2
BLACK_LORREN,OSHA,2,2
BOROS,JOFFREY,2,2
BRAN,CATELYN,2,2
BRAN,SANSA,2,2
BRIENNE,COLEN,2,2
BRIENNE,DAVOS,2,2
BRIENNE,LITTLEFINGER,2,2
BRIENNE,MELISANDRE,2,2
BRIENNE,RICKARD_KARSTARK,2,2
BRONN,CERSEI,2,2
BRONN,SHAE,2,2
CATELYN,DAVOS,2,2
CATELYN,MELISANDRE,2,2
CATELYN,RICKON,2,2
CERSEI,DAVOS,2,2
CERSEI,HAYLENE,2,2
CERSEI,JOANNA,2,2
CERSEI,MATTHOS,2,2
CERSEI,SALLADHOR,2,2
COLEN,LORAS,2,2
COLEN,MARGAERY,2,2
COLEN,RENLY,2,2
CRASTER,MANCE,2,2
CRESSEN,MATTHOS,2,2
DAGMER,FARLEN,2,2
DAGMER,HODOR,2,2
DAGMER,YARA,2,2
DAVOS,FATHER_SEAWORTH,2,2
DAVOS,JOFFREY,2,2
DAVOS,LORAS,2,2
DAVOS,MARYA,2,2
DAVOS,ROBB,2,2
DAVOS,ROBERT,2,2
DONTOS,SANSA,2,2
EDDISON_TOLLETT,JEOR,2,2
FARLEN,RICKON,2,2
FREY_DAUGHTER,ROBB,2,2
GENDRY,NED,2,2
GILLY,GRENN,2,2
HARREN,TYWIN,2,2
HAYLENE,PODRICK,2,2
HIGH_SEPTON,MYRCELLA,2,2
HOT_PIE,POLLIVER,2,2
HOT_PIE,TICKLER,2,2
HOUND,NED,2,2
HOUND,STANNIS,2,2
HOUND,TOMMEN,2,2
ILYN_PAYNE,LANCEL,2,2
ILYN_PAYNE,TOMMEN,2,2
IRRI,JORAH,2,2
JACKS,JAIME,2,2
JAIME,JON,2,2
JAIME,LITTLEFINGER,2,2
JANOS,PYCELLE,2,2
JAQEN,YOREN,2,2
JEOR,TYRION,2,2
JOFFREY,MATTHOS,2,2
JOFFREY,RENLY,2,2
JOFFREY,SHAE,2,2
JON_ARRYN,PYCELLE,2,2
JON_ARRYN,ROBERT,2,2
JORAH,MALAKKO,2,2
KEVAN,STANNIS,2,2
KOVARRO,SPICE_KING,2,2
LANCEL,SHAE,2,2
LANCEL,TOMMEN,2,2
LITTLEFINGER,MYRCELLA,2,2
LORAS,MELISANDRE,2,2
LORAS,ROBB,2,2
LORAS,TOMMEN,2,2
LYSA,TYRION,2,2
MARGAERY,STANNIS,2,2
MARGAERY,TYWIN,2,2
MATTHOS,ROBERT,2,2
MELESSA,SAM,2,2
MERYN_TRANT,TOMMEN,2,2
MHAEGEN,ROS,2,2
MYRCELLA,ROBERT,2,2
MYRCELLA,TRYSTANE,2,2
NED,RODRIK,2,2
NED,SANSA,2,2
NED,TYWIN,2,2
OSHA,ROBB,2,2
POLLIVER,TYWIN,2,2
PROTESTER,TYRION,2,2
QUAITHE,XARO,2,2
RAMSAY,ROOSE_BOLTON,2,2
RANDYLL,SAM,2,2
RENNICK,ROBB,2,2
RHAENYS,VISENYA,2,2
RICKARD_KARSTARK,ROOSE_BOLTON,2,2
RICKARD_KARSTARK,TALISA,2,2
RICKON,RODRIK,2,2
ROBERT,THEON,2,2
ROBERT,TOMMEN,2,2
SEPTON,TALISA,2,2
SHAE,TYWIN,2,2
SILK_KING,SPICE_KING,2,2
TALISA,TORRHEN,2,2
THEON,TORRHEN,2,2
THEON,TYRION,2,2
TRYSTANE,TYRION,2,2
