Source,Target,Weight,Season
DAENERYS,WOLKAN,10,8
DAVOS,MELISANDRE,10,8
DAVOS,JAIME,10,8
HOUND,JAIME,10,8
JAIME,LYANNA_MORMONT,10,8
JORAH,SANSA,10,8
JORAH,TYRION,10,8
SANSA,TORMUND,10,8
BERIC,JAIME,9,8
BERIC,EDDISON_TOLLETT,9,8
BRAN,DAVOS,9,8
BRIENNE,VARYS,9,8
CERSEI,MISSANDEI,9,8
DAVOS,PODRICK,9,8
GILLY,LITTLE_SAM,9,8
GILLY,JON,9,8
HOUND,JORAH,9,8
JON,LYANNA,9,8
JORAH,VARYS,9,8
TYRION,WOLKAN,9,8
TYRION,YOHN_ROYCE,9,8
ALYS,TYRION,8,8
BERIC,JON,8,8
BRAN,VARYS,8,8
BRONN,SAM,8,8
EDDISON_TOLLETT,JON,8,8
EURON,YARA,8,8
GENDRY,JORAH,8,8
GENDRY,PODRICK,8,8
GILLY,SANSA,8,8
GILLY,VARYS,8,8
GILLY,TYRION,8,8
HOUND,SAM,8,8
HOUND,MELISANDRE,8,8
NIGHT_KING,THEON,8,8
PODRICK,SAM,8,8
THEON,YARA,8,8
ARYA,VARYS,7,8
ARYA,TORMUND,7,8
BRIENNE,LYANNA_MORMONT,7,8
BRIENNE,HOUND,7,8
BRONN,CRAYAH,7,8
DAENERYS,LYANNA_MORMONT,7,8
DAENERYS,HOUND,7,8
GENDRY,JON,7,8
GREY_WORM,LYANNA_MORMONT,7,8
GREY_WORM,PODRICK,7,8
JAIME,VARYS,7,8
JON,NED,7,8
JON,RHAEGAR,7,8
LYANNA_MORMONT,SANSA,7,8
LYANNA_MORMONT,TYRION,7,8
ALYS,DAVOS,6,8
ALYS,VARYS,6,8
ARYA,BRIENNE,6,8
BERIC,MELISANDRE,6,8
BERIC,GENDRY,6,8
BRAN,MISSANDEI,6,8
BRAN,JORAH,6,8
BRAN,YOHN_ROYCE,6,8
BRIENNE,MISSANDEI,6,8
BRIENNE,WOLKAN,6,8
BRIENNE,YOHN_ROYCE,6,8
CERSEI,HOUND,6,8
DAENERYS,YOHN_ROYCE,6,8
DAVOS,GILLY,6,8
DAVOS,GENDRY,6,8
DAVOS,YOHN_ROYCE,6,8
DAVOS,WOLKAN,6,8
EURON,MOUNTAIN,6,8
EURON,QYBURN,6,8
GENDRY,TYRION,6,8
GREY_WORM,QHONO,6,8
GREY_WORM,HOUND,6,8
JON,WOLKAN,6,8
LITTLE_SAM,SANSA,6,8
LITTLE_SAM,VARYS,6,8
LITTLE_SAM,TYRION,6,8
LYANNA_MORMONT,TORMUND,6,8
QHONO,SAM,6,8
SAM,VARYS,6,8
SAM,YOHN_ROYCE,6,8
TORMUND,VARYS,6,8
ALYS,LYANNA_MORMONT,5,8
ALYS,DAENERYS,5,8
ALYS,GREY_WORM,5,8
ALYS,JON,5,8
ALYS,SANSA,5,8
ALYS,JORAH,5,8
ALYS,BRAN,5,8
ARYA,MISSANDEI,5,8
ARYA,CERSEI,5,8
ARYA,JORAH,5,8
BRAN,LYANNA_MORMONT,5,8
BRIENNE,BRONN,5,8
BRONN,MAREI,5,8
BRONN,DIRAH,5,8
CERSEI,GREY_WORM,5,8
EDMURE,SANSA,5,8
GENDRY,SANSA,5,8
GENDRY,ROBERT,5,8
GILLY,TORMUND,5,8
GREY_WORM,MELISANDRE,5,8
GREY_WORM,YOHN_ROYCE,5,8
JOFFREY,TYRION,5,8
LYANNA_MORMONT,VARYS,5,8
MELISANDRE,TORMUND,5,8
MISSANDEI,MOUNTAIN,5,8
SAM,WOLKAN,5,8
THEON,TYRION,5,8
TORMUND,WILLA,5,8
TYRION,TYWIN,5,8
VARYS,WOLKAN,5,8
ALYS,JAIME,4,8
ALYS,SAM,4,8
ALYS,THEON,4,8
ALYS,YOHN_ROYCE,4,8
ALYS,BRIENNE,4,8
ARYA,OWEN,4,8
ARYA,LYANNA_MORMONT,4,8
ARYA,THEON,4,8
ARYA,QHONO,4,8
ARYA,WOLKAN,4,8
ARYA,YOHN_ROYCE,4,8
BERIC,DAVOS,4,8
BERIC,LYANNA_MORMONT,4,8
BERIC,DAENERYS,4,8
BERIC,SANSA,4,8
BRAN,GENDRY,4,8
BRAN,QHONO,4,8
BRAN,WOLKAN,4,8
BRAN,TORMUND,4,8
BRIENNE,QHONO,4,8
BRONN,CERSEI,4,8
DAENERYS,VISERYS,4,8
DAENERYS,MOUNTAIN,4,8
DAENERYS,PODRICK,4,8
DAENERYS,QHONO,4,8
DAENERYS,QYBURN,4,8
DAVOS,TEELA,4,8
DAVOS,MISSANDEI,4,8
DAVOS,LYANNA_MORMONT,4,8
DAVOS,QHONO,4,8
DAVOS,JORAH,4,8
DORNISH_PRINCE,YARA,4,8
EDDISON_TOLLETT,JORAH,4,8
EDDISON_TOLLETT,GREY_WORM,4,8
EDMURE,YOHN_ROYCE,4,8
EURON,TYRION,4,8
EURON,HARRY,4,8
EURON,MISSANDEI,4,8
GILLY,MISSANDEI,4,8
GREY_WORM,WOLKAN,4,8
HOUND,PODRICK,4,8
HOUND,NORA,4,8
HOUND,QYBURN,4,8
HOUND,JON,4,8
JAIME,QHONO,4,8
JAIME,YOHN_ROYCE,4,8
JON,THEON,4,8
JON,QHONO,4,8
JON,YOHN_ROYCE,4,8
JORAH,PODRICK,4,8
JORAH,QHONO,4,8
JORAH,YOHN_ROYCE,4,8
JORAH,MISSANDEI,4,8
LYANNA,RHAEGAR,4,8
LYANNA,NED,4,8
LYANNA_MORMONT,THEON,4,8
LYANNA_MORMONT,QHONO,4,8
LYANNA_MORMONT,YOHN_ROYCE,4,8
MISSANDEI,SAM,4,8
QHONO,SANSA,4,8
QHONO,VARYS,4,8
QHONO,TORMUND,4,8
QHONO,TYRION,4,8
ROBIN,WOLKAN,4,8
SAM,THEON,4,8
SANSA,YARA,4,8
VARYS,YOHN_ROYCE,4,8
WOLKAN,YOHN_ROYCE,4,8
ALYS,WOLKAN,3,8
ALYS,TORMUND,3,8
ALYS,ARYA,3,8
ARYA,YARA,3,8
ARYA,JAIME,3,8
ARYA,NIGHT_KING,3,8
BERIC,NED_UMBER,3,8
BERIC,TYRION,3,8
BERIC,THEON,3,8
BERIC,VARYS,3,8
BERIC,BRAN,3,8
BRAN,BRONN,3,8
BRAN,PODRICK,3,8
BRIENNE,EDDISON_TOLLETT,3,8
CERSEI,SANSA,3,8
CERSEI,TYWIN,3,8
CERSEI,VARYS,3,8
CERSEI,JON,3,8
CRAYAH,MAREI,3,8
CRAYAH,QYBURN,3,8
DAENERYS,YARA,3,8
DAENERYS,RANDYLL,3,8
DAVOS,THEON,3,8
DAVOS,HOUND,3,8
DIRAH,MAREI,3,8
DORNISH_PRINCE,ROBIN,3,8
EDDISON_TOLLETT,GENDRY,3,8
EDDISON_TOLLETT,JAIME,3,8
EDDISON_TOLLETT,HOUND,3,8
EDMURE,SAM,3,8
EDMURE,WOLKAN,3,8
EDMURE,TYRION,3,8
EDMURE,RIVERLANDS_LORD,3,8
EDMURE,ROBIN,3,8
GENDRY,YOHN_ROYCE,3,8
GENDRY,VALE_LORD,3,8
GREY_WORM,MOUNTAIN,3,8
GREY_WORM,THEON,3,8
GREY_WORM,UNSULLIED_CAPTAIN,3,8
GREY_WORM,YARA,3,8
HOUND,SARRA,3,8
HOUND,VICKY,3,8
IRONBORN_LORD,YARA,3,8
IRONBORN_LORD,VALE_LORD,3,8
JAIME,MISSANDEI,3,8
JON,ROBERT,3,8
JORAH,THEON,3,8
LYANNA,VARYS,3,8
LYANNA_MORMONT,MISSANDEI,3,8
MARWYN,SAM,3,8
MISSANDEI,QYBURN,3,8
MOUNTAIN,TYRION,3,8
NED,RHAEGAR,3,8
NED,SANSA,3,8
NED_UMBER,SANSA,3,8
RANDYLL,SAM,3,8
RHAEGAR,VARYS,3,8
RIVERLANDS_LORD,YOHN_ROYCE,3,8
ROBIN,SAM,3,8
ROBIN,SANSA,3,8
ROBIN,YOHN_ROYCE,3,8
THEON,VARYS,3,8
THEON,TORMUND,3,8
AEGON,DAENERYS,2,8
AERYS,DAENERYS,2,8
AERYS,JON,2,8
ALANNA,OWEN,2,8
ALTON,JAIME,2,8
ALYS,MISSANDEI,2,8
ALYS,GENDRY,2,8
ALYS,BERIC,2,8
ALYS,QHONO,2,8
ARYA,RIVERLANDS_LORD,2,8
ARYA,ROBIN,2,8
ARYA,MOUNTAIN,2,8
ARYA,VALE_LORD,2,8
ARYA,IRONBORN_LORD,2,8
ARYA,EDMURE,2,8
ARYA,PODRICK,2,8
ARYA,EDDISON_TOLLETT,2,8
ARYA,DORNISH_PRINCE,2,8
BERIC,GILLY,2,8
BERIC,TEELA,2,8
BERIC,NIGHT_KING,2,8
BERIC,PODRICK,2,8
BERIC,QHONO,2,8
BERIC,YOHN_ROYCE,2,8
BRAN,RIVERLANDS_LORD,2,8
BRAN,ROBIN,2,8
BRAN,YARA,2,8
BRAN,VALE_LORD,2,8
BRAN,IRONBORN_LORD,2,8
BRAN,EDMURE,2,8
BRAN,DORNISH_PRINCE,2,8
BRIENNE,RIVERLANDS_LORD,2,8
BRIENNE,ROBIN,2,8
BRIENNE,YARA,2,8
BRIENNE,THEON,2,8
BRIENNE,VALE_LORD,2,8
BRIENNE,IRONBORN_LORD,2,8
BRIENNE,EDMURE,2,8
BRIENNE,DORNISH_PRINCE,2,8
BRIENNE,CATELYN,2,8
BRONN,JOFFREY,2,8
BRONN,DAENERYS,2,8
CERSEI,ROBERT,2,8
CERSEI,CERSEIS_BABY,2,8
CERSEIS_BABY,JAIME,2,8
CERSEIS_BABY,TYRION,2,8
CRAYAH,WILLIAM,2,8
DAENERYS,NED_UMBER,2,8
DAENERYS,DICKON,2,8
DAENERYS,ROBERT,2,8
DAENERYS,LYANNA,2,8
DAENERYS,EDDISON_TOLLETT,2,8
DAENERYS,TYWIN,2,8
DAVOS,RIVERLANDS_LORD,2,8
DAVOS,ROBIN,2,8
DAVOS,YARA,2,8
DAVOS,VALE_LORD,2,8
DAVOS,HARRY,2,8
DAVOS,IRONBORN_LORD,2,8
DAVOS,EDMURE,2,8
DAVOS,EDDISON_TOLLETT,2,8
DAVOS,DORNISH_PRINCE,2,8
DICKON,RANDYLL,2,8
DICKON,SAM,2,8
DORNISH_PRINCE,EDMURE,2,8
DORNISH_PRINCE,SAM,2,8
DORNISH_PRINCE,SANSA,2,8
DORNISH_PRINCE,WOLKAN,2,8
DORNISH_PRINCE,GENDRY,2,8
DORNISH_PRINCE,VALE_LORD,2,8
DORNISH_PRINCE,TYRION,2,8
DORNISH_PRINCE,RIVERLANDS_LORD,2,8
DORNISH_PRINCE,IRONBORN_LORD,2,8
DORNISH_PRINCE,YOHN_ROYCE,2,8
DORNISH_PRINCE,GREY_WORM,2,8
EDDISON_TOLLETT,LYANNA_MORMONT,2,8
EDDISON_TOLLETT,NED_UMBER,2,8
EDDISON_TOLLETT,GILLY,2,8
EDDISON_TOLLETT,SANSA,2,8
EDDISON_TOLLETT,TEELA,2,8
EDMURE,YARA,2,8
EDMURE,GENDRY,2,8
EDMURE,VALE_LORD,2,8
EDMURE,IRONBORN_LORD,2,8
EDMURE,GREY_WORM,2,8
EURON,THEON,2,8
EURON,VARYS,2,8
EURON,GREY_WORM,2,8
GENDRY,YARA,2,8
GENDRY,RIVERLANDS_LORD,2,8
GENDRY,ROBIN,2,8
GENDRY,LYANNA_MORMONT,2,8
GENDRY,QHONO,2,8
GENDRY,IRONBORN_LORD,2,8
GENDRY,WOLKAN,2,8
GILLY,PODRICK,2,8
GILLY,TEELA,2,8
GREY_WORM,RIVERLANDS_LORD,2,8
GREY_WORM,ROBIN,2,8
GREY_WORM,VALE_LORD,2,8
GREY_WORM,HARRY,2,8
GREY_WORM,IRONBORN_LORD,2,8
HARRY,JON,2,8
HOUND,TYRION,2,8
HOUND,WILLA,2,8
IRONBORN_LORD,SAM,2,8
IRONBORN_LORD,SANSA,2,8
IRONBORN_LORD,WOLKAN,2,8
IRONBORN_LORD,TYRION,2,8
IRONBORN_LORD,RIVERLANDS_LORD,2,8
IRONBORN_LORD,YOHN_ROYCE,2,8
IRONBORN_LORD,ROBIN,2,8
JAIME,THEON,2,8
JAIME,QYBURN,2,8
JAIME,TYWIN,2,8
JAIME,WOLKAN,2,8
JOFFREY,SANSA,2,8
JON,TEELA,2,8
JON,UNSULLIED_CAPTAIN,2,8
JON,PODRICK,2,8
LITTLEFINGER,RAMSAY,2,8
LITTLE_SAM,PODRICK,2,8
LITTLE_SAM,SAM,2,8
LITTLE_SAM,MISSANDEI,2,8
LYANNA,SAM,2,8
LYANNA,ROBERT,2,8
MELISANDRE,QHONO,2,8
MISSANDEI,PODRICK,2,8
MISSANDEI,WOLKAN,2,8
MISSANDEI,QHONO,2,8
MISSANDEI,YOHN_ROYCE,2,8
MOUNTAIN,VARYS,2,8
NED,ROBERT,2,8
NED,VARYS,2,8
NED_UMBER,TORMUND,2,8
PODRICK,THEON,2,8
PODRICK,SANSA,2,8
PODRICK,VARYS,2,8
QHONO,THEON,2,8
QHONO,WOLKAN,2,8
QHONO,YOHN_ROYCE,2,8
RHAEGAR,SAM,2,8
RIVERLANDS_LORD,YARA,2,8
RIVERLANDS_LORD,SAM,2,8
RIVERLANDS_LORD,SANSA,2,8
RIVERLANDS_LORD,WOLKAN,2,8
RIVERLANDS_LORD,VALE_LORD,2,8
RIVERLANDS_LORD,TYRION,2,8
RIVERLANDS_LORD,ROBIN,2,8
ROBERT,SAM,2,8
ROBIN,YARA,2,8
ROBIN,VALE_LORD,2,8
ROBIN,TYRION,2,8
SAM,YARA,2,8
SAM,VALE_LORD,2,8
SAM,TEELA,2,8
SANSA,SARRA,2,8
SANSA,VALE_LORD,2,8
SANSA,WILLA,2,8
SARRA,WILLA,2,8
SARRA,TORMUND,2,8
TEELA,TORMUND,2,8
THEON,WOLKAN,2,8
THEON,YOHN_ROYCE,2,8
TORMUND,YOHN_ROYCE,2,8
TYRION,YARA,2,8
TYRION,VALE_LORD,2,8
VALE_LORD,YARA,2,8
VALE_LORD,WOLKAN,2,8
VALE_LORD,YOHN_ROYCE,2,8
WOLKAN,YARA,2,8
YARA,YOHN_ROYCE,2,8
